Timestamp   value
"1553977083"  -9.8548398781
"1553977092"  -9.81834933345
"1553977127"  -9.84227755945
"1553977136"  -9.823134978649998
"1553977145"  -9.8404829425
"1553977163"  -9.8153583052
"1553977190"  -9.820742156049999
"1553977208"  -9.83509909165
"1553977217"  -9.8440721764
"1553977252"  -9.834500885999999
"1553977288"  -9.834500885999999
"1553977306"  -9.82433138995
"1553977323"  -9.8045906035
"1553977332"  -9.6167540294
"1553977368"  -10.054042359550001
"1553977377"  -9.84586679335
"1553977386"  -9.117252311649999
"1553977395"  -9.873384253249998
"1553977404"  -9.889535805799998
"1553977421"  -9.8680004024
"1553977430"  -9.870991430649998
"1553977448"  -9.80399239785
"1553977457"  -9.810572659999998
"1553977466"  -9.780064171849999
"1553977493"  -9.829715240799999
"1553977502"  -9.857830906349998
"1553977511"  -9.834500885999999
"1553977520"  -9.856634495049999
"1553977528"  -9.8739824589
"1553977546"  -9.868598608049998
"1553977555"  -9.86500937415
"1553977564"  -9.8321080634
"1553977573"  -9.8440721764
"1553977582"  -9.8727860476
"1553977591"  -9.8632147572
"1553977600"  -9.839286531199999
"1553977609"  -9.851250644199999
"1553977627"  -9.842875765099999
"1553977636"  -9.865607579799999
"1553977644"  -9.848857821599998
"1553977662"  -9.86740219675
"1553977671"  -9.878768104099999
"1553977680"  -9.8572327007
"1553977698"  -9.8548398781
"1553977707"  -9.84945602725
"1553977725"  -9.864411168499998
"1553977734"  -9.878169898449999
"1553977743"  -9.90209812445
"1553977751"  -9.868598608049998
"1553977760"  -9.865607579799999
"1553977769"  -9.869196813699999
"1553977778"  -9.8249295956
"1553977787"  -9.8273224182
"1553977796"  -9.878169898449999
"1553977805"  -9.90090171315
"1553977814"  -9.858429112
"1553977823"  -9.8500542329
"1553977832"  -9.8321080634
"1553977841"  -9.87458066455
"1553977850"  -9.85304526115
"1553977867"  -9.855438083749998
"1553977876"  -9.836893708599998
"1553977903"  -9.8452685877
"1553977921"  -9.841679353799998
"1553977930"  -9.8153583052
"1553977939"  -9.884750160599998
"1553977948"  -9.851848849849999
"1553977957"  -9.83629550295
"1553977966"  -9.852447055499999
"1553977975"  -9.8500542329
"1553977983"  -9.8727860476
"1553977992"  -9.826724212550001
"1553978001"  -9.848857821599998
"1553978010"  -9.84586679335
"1553978028"  -9.8811609267
"1553978037"  -9.83629550295
"1553978046"  -9.8440721764
"1553978055"  -9.83509909165
"1553978064"  -9.88774118885
"1553978073"  -9.869795019349999
"1553978082"  -9.88415195495
"1553978091"  -9.859625523299998
"1553978108"  -9.851250644199999
"1553978117"  -9.85424167245
"1553978135"  -9.8440721764
"1553978144"  -9.85304526115
"1553978162"  -9.851250644199999
"1553978171"  -9.836893708599998
"1553978180"  -9.826724212550001
"1553978189"  -9.86740219675
"1553978216"  -9.873384253249998
"1553978225"  -9.863812962849998
"1553978233"  -9.856634495049999
"1553978251"  -9.841679353799998
"1553978269"  -9.856634495049999
"1553978278"  -9.859625523299998
"1553978287"  -9.8608219346
"1553978323"  -9.851250644199999
"1553978349"  -9.8548398781
"1553978367"  -9.829715240799999
"1553978376"  -9.860223728949999
"1553978385"  -9.870393224999999
"1553978394"  -9.870991430649998
"1553978403"  -9.8919286284
"1553978412"  -9.835697297299998
"1553978421"  -9.848857821599998
"1553978430"  -9.830911652099998
"1553978439"  -9.84227755945
"1553978457"  -9.852447055499999
"1553978465"  -9.858429112
"1553978483"  -9.85424167245
"1553978501"  -9.829715240799999
"1553978510"  -9.85902731765
"1553978519"  -9.87458066455
"1553978537"  -9.851848849849999
"1553978546"  -9.869196813699999
"1553978555"  -9.8620183459
"1553978572"  -9.84586679335
"1553978581"  -9.85304526115
"1553978590"  -9.865607579799999
"1553978599"  -9.868598608049998
