Timestamp   value
"1553977083"  0.6412764567999999
"1553977092"  0.6448656906999999
"1553977127"  0.6448656906999999
"1553977136"  0.66101724325
"1553977145"  0.6568298036999999
"1553977163"  0.66341006585
"1553977190"  0.6568298036999999
"1553977208"  0.65503518675
"1553977217"  0.6586244206499999
"1553977252"  0.6879364974999999
"1553977288"  0.64307107375
"1553977306"  0.66939212235
"1553977323"  0.66819571105
"1553977332"  2.7744778047
"1553977368"  -0.06520441585
"1553977377"  0.0502492746
"1553977386"  -3.57547517005
"1553977395"  0.06400800455
"1553977404"  -0.038883367249999995
"1553977421"  -0.04247260115
"1553977430"  -0.047856451999999994
"1553977448"  -0.179461695
"1553977457"  0.0849452023
"1553977466"  -0.0634097989
"1553977493"  -0.05563312545
"1553977502"  -0.011964112999999998
"1553977511"  -0.030508488149999995
"1553977520"  0.0047856452
"1553977528"  0.00418743955
"1553977546"  -0.011365907350000001
"1553977555"  0.00418743955
"1553977564"  -0.044267218100000005
"1553977573"  -0.024526431649999996
"1553977582"  -0.022133609050000003
"1553977591"  -0.00777667345
"1553977600"  -0.00179461695
"1553977609"  -0.00658026215
"1553977627"  -0.020338992099999998
"1553977636"  -0.0323031051
"1553977644"  -0.017946169499999998
"1553977662"  -0.0083748791
"1553977671"  -0.015553346899999999
"1553977680"  -0.014356935599999999
"1553977698"  -0.008973084749999999
"1553977707"  -0.0035892339
"1553977725"  -0.00299102825
"1553977734"  -0.00299102825
"1553977743"  0.0167497582
"1553977751"  -0.0191425808
"1553977760"  0.0023928226
"1553977769"  0.01734796385
"1553977778"  -0.015553346899999999
"1553977787"  -0.023330020349999998
"1553977796"  -0.0382851616
"1553977805"  -0.014955141249999998
"1553977814"  -0.0323031051
"1553977823"  -0.022731814700000002
"1553977832"  -0.01615155255
"1553977841"  -0.013758729949999998
"1553977850"  -0.011964112999999998
"1553977867"  -0.013758729949999998
"1553977876"  -0.01854437515
"1553977903"  -0.015553346899999999
"1553977921"  -0.0095712904
"1553977930"  -0.027517459899999996
"1553977939"  -0.03170489945
"1553977948"  -0.0167497582
"1553977957"  0.00179461695
"1553977966"  -0.020338992099999998
"1553977975"  -0.0334995164
"1553977983"  -0.020937197749999997
"1553977992"  -0.01615155255
"1553978001"  0.0
